Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label,FileName
3846,2.658064,3.096774,3.122581,3.122581,3.135484,2.980645,3395.376,12495.24,14431.99,14431.99,15628.23,7653.334,rightup,rightup_01_Xie.csv
3863,2.680645,3.087097,3.103226,3.06129,3.112903,2.996774,3549.063,11890.0,12931.8,10515.95,13643.1,8104.044,rightup,rightup_01_Xie.csv
3880,2.658064,3.106452,3.106452,3.093548,3.090322,3.006452,3395.376,13161.0,13161.0,12287.18,12085.54,8398.242,rightup,rightup_01_Xie.csv
3898,2.706452,3.122581,3.096774,3.048387,3.116129,2.977419,3739.022,14431.99,12495.24,9934.615,13896.84,7568.602,rightup,rightup_01_Xie.csv
3915,2.664516,3.145161,3.13871,3.129032,3.087097,3.029032,3438.172,16656.24,15957.19,15007.54,11890.0,9166.429,rightup,rightup_01_Xie.csv
3932,2.706452,3.148387,3.112903,3.077419,3.119355,2.967742,3739.022,17028.07,13643.1,11337.39,14159.64,7324.274,rightup,rightup_01_Xie.csv
3949,2.680645,3.135484,3.1,3.096774,3.164516,2.970968,3549.063,15628.23,12710.0,12495.24,19152.84,7404.12,rightup,rightup_01_Xie.csv
3966,2.66129,3.090322,3.129032,3.070968,3.119355,2.967742,3416.666,12085.54,15007.54,10994.93,14159.64,7324.274,rightup,rightup_01_Xie.csv
3983,2.693548,3.125806,3.109677,3.03871,3.13871,2.964516,3642.022,14714.44,13397.96,9536.297,15957.19,7245.964,rightup,rightup_01_Xie.csv
4000,2.703226,3.154839,3.119355,3.067742,3.106452,2.96129,3714.379,17821.32,14159.64,10830.83,13161.0,7169.145,rightup,rightup_01_Xie.csv
4017,2.683871,3.129032,3.106452,3.054839,3.087097,2.977419,3571.938,15007.54,13161.0,10217.63,11890.0,7568.602,rightup,rightup_01_Xie.csv
4035,2.693548,3.13871,3.164516,3.067742,3.145161,3.035484,3642.022,15957.19,19152.84,10830.83,16656.24,9410.0,rightup,rightup_01_Xie.csv
4052,2.677419,3.090322,3.106452,3.064516,3.132258,3.009677,3526.426,12085.54,13161.0,10671.23,15311.92,8500.668,rightup,rightup_01_Xie.csv
4069,2.680645,3.103226,3.106452,3.109677,3.080645,3.016129,3549.063,12931.8,13161.0,13397.96,11516.17,8712.501,rightup,rightup_01_Xie.csv
4086,2.690323,3.090322,3.1,3.058064,3.096774,2.974194,3618.413,12085.54,12710.0,10364.8,12495.24,7485.546,rightup,rightup_01_Xie.csv
4103,2.690323,3.083871,3.129032,3.070968,3.154839,3.022581,3618.413,11700.3,15007.54,10994.93,17821.32,8934.187,rightup,rightup_01_Xie.csv
4120,2.693548,3.132258,3.158064,3.119355,3.122581,2.977419,3642.022,15311.92,18244.99,14159.64,14431.99,7568.602,rightup,rightup_01_Xie.csv
4137,2.687097,3.109677,3.158064,3.074193,3.13871,3.016129,3595.053,13397.96,18244.99,11163.71,15957.19,8712.501,rightup,rightup_01_Xie.csv
4154,2.680645,3.1,3.141935,3.06129,3.135484,3.012903,3549.063,12710.0,16299.58,10515.95,15628.23,8605.394,rightup,rightup_01_Xie.csv
4171,2.690323,3.080645,3.122581,3.070968,3.125806,2.983871,3618.413,11516.17,14431.99,10994.93,14714.44,7739.797,rightup,rightup_01_Xie.csv
4189,2.725806,3.112903,3.132258,3.070968,3.093548,3.029032,3892.697,13643.1,15311.92,10994.93,12287.18,9166.429,rightup,rightup_01_Xie.csv
4206,2.687097,3.116129,3.135484,3.106452,3.106452,2.977419,3595.053,13896.84,15628.23,13161.0,13161.0,7568.602,rightup,rightup_01_Xie.csv
4223,2.693548,3.096774,3.154839,3.080645,3.103226,2.977419,3642.022,12495.24,17821.32,11516.17,12931.8,7568.602,rightup,rightup_01_Xie.csv
4240,2.687097,3.1,3.13871,3.06129,3.093548,2.974194,3595.053,12710.0,15957.19,10515.95,12287.18,7485.546,rightup,rightup_01_Xie.csv
4257,2.703226,3.135484,3.141935,3.112903,3.148387,2.945161,3714.379,15628.23,16299.58,13643.1,17028.07,6806.002,rightup,rightup_01_Xie.csv
4274,2.687097,3.090322,3.106452,3.116129,3.109677,2.96129,3595.053,12085.54,13161.0,13896.84,13397.96,7169.145,rightup,rightup_01_Xie.csv
4291,2.741935,3.109677,3.103226,3.109677,3.109677,3.012903,4028.902,13397.96,12931.8,13397.96,13397.96,8605.394,rightup,rightup_01_Xie.csv
4308,2.680645,3.154839,3.083871,3.090322,3.090322,2.977419,3549.063,17821.32,11700.3,12085.54,12085.54,7568.602,rightup,rightup_01_Xie.csv
4326,2.690323,3.090322,3.16129,3.125806,3.103226,3.025806,3618.413,12085.54,18688.36,14714.44,12931.8,9048.941,rightup,rightup_01_Xie.csv
4343,2.687097,3.106452,3.109677,3.087097,3.090322,2.974194,3595.053,13161.0,13397.96,11890.0,12085.54,7485.546,rightup,rightup_01_Xie.csv
4360,2.732258,3.109677,3.090322,3.06129,3.132258,3.009677,3946.25,13397.96,12085.54,10515.95,15311.92,8500.668,rightup,rightup_01_Xie.csv
4377,2.703226,3.093548,3.154839,3.077419,3.096774,2.977419,3714.379,12287.18,17821.32,11337.39,12495.24,7568.602,rightup,rightup_01_Xie.csv
4394,2.690323,3.1,3.116129,3.070968,3.106452,2.964516,3618.413,12710.0,13896.84,10994.93,13161.0,7245.964,rightup,rightup_01_Xie.csv
4411,2.729032,3.116129,3.103226,3.087097,3.145161,2.958065,3919.323,13896.84,12931.8,11890.0,16656.24,7093.775,rightup,rightup_01_Xie.csv
4428,2.693548,3.13871,3.096774,3.122581,3.125806,2.987097,3642.022,15957.19,12495.24,14431.99,14714.44,7828.042,rightup,rightup_01_Xie.csv
4446,2.732258,3.087097,3.090322,3.1,3.116129,2.983871,3946.25,11890.0,12085.54,12710.0,13896.84,7739.797,rightup,rightup_01_Xie.csv
4463,2.706452,3.087097,3.093548,3.048387,3.125806,3.006452,3739.022,11890.0,12287.18,9934.615,14714.44,8398.242,rightup,rightup_01_Xie.csv
4480,2.703226,3.1,3.154839,3.087097,3.1,2.964516,3714.379,12710.0,17821.32,11890.0,12710.0,7245.964,rightup,rightup_01_Xie.csv
4497,2.732258,3.106452,3.116129,3.074193,3.119355,2.974194,3946.25,13161.0,13896.84,11163.71,14159.64,7485.546,rightup,rightup_01_Xie.csv
4514,2.716129,3.125806,3.125806,3.119355,3.141935,2.974194,3814.586,14714.44,14714.44,14159.64,16299.58,7485.546,rightup,rightup_01_Xie.csv
4531,2.7,3.083871,3.109677,3.077419,3.154839,2.964516,3690.001,11700.3,13397.96,11337.39,17821.32,7245.964,rightup,rightup_01_Xie.csv
4548,2.748387,3.141935,3.135484,3.122581,3.087097,2.996774,4085.615,16299.58,15628.23,14431.99,11890.0,8104.044,rightup,rightup_01_Xie.csv
4565,2.706452,3.090322,3.132258,3.109677,3.103226,3.022581,3739.022,12085.54,15311.92,13397.96,12931.8,8934.187,rightup,rightup_01_Xie.csv
4582,2.716129,3.16129,3.116129,3.051613,3.087097,3.035484,3814.586,18688.36,13896.84,10074.29,11890.0,9410.0,rightup,rightup_01_Xie.csv
4599,2.696774,3.090322,3.103226,3.077419,3.122581,2.987097,3665.883,12085.54,12931.8,11337.39,14431.99,7828.042,rightup,rightup_01_Xie.csv
4616,2.696774,3.093548,3.125806,3.112903,3.083871,2.974194,3665.883,12287.18,14714.44,13643.1,11700.3,7485.546,rightup,rightup_01_Xie.csv
4633,2.712903,3.093548,3.132258,3.103226,3.1,2.96129,3789.121,12287.18,15311.92,12931.8,12710.0,7169.145,rightup,rightup_01_Xie.csv
4651,2.7,3.145161,3.1,3.070968,3.106452,3.009677,3690.001,16656.24,12710.0,10994.93,13161.0,8500.668,rightup,rightup_01_Xie.csv
4668,2.725806,3.119355,3.083871,3.067742,3.13871,2.980645,3892.697,14159.64,11700.3,10830.83,15957.19,7653.334,rightup,rightup_01_Xie.csv
4685,2.696774,3.129032,3.125806,3.06129,3.090322,2.974194,3665.883,15007.54,14714.44,10515.95,12085.54,7485.546,rightup,rightup_01_Xie.csv
4702,2.7,3.083871,3.116129,3.125806,3.116129,3.025806,3690.001,11700.3,13896.84,14714.44,13896.84,9048.941,rightup,rightup_01_Xie.csv
4719,2.693548,3.141935,3.112903,3.093548,3.090322,2.974194,3642.022,16299.58,13643.1,12287.18,12085.54,7485.546,rightup,rightup_01_Xie.csv
4736,2.725806,3.093548,3.125806,3.048387,3.145161,2.964516,3892.697,12287.18,14714.44,9934.615,16656.24,7245.964,rightup,rightup_01_Xie.csv
4753,2.758065,3.13871,3.103226,3.070968,3.119355,3.016129,4173.214,15957.19,12931.8,10994.93,14159.64,8712.501,rightup,rightup_01_Xie.csv
4771,2.729032,3.141935,3.132258,3.122581,3.132258,3.012903,3919.323,16299.58,15311.92,14431.99,15311.92,8605.394,rightup,rightup_01_Xie.csv
4788,2.696774,3.103226,3.151613,3.06129,3.080645,2.974194,3665.883,12931.8,17416.07,10515.95,11516.17,7485.546,rightup,rightup_01_Xie.csv
4805,2.725806,3.083871,3.151613,3.125806,3.132258,2.996774,3892.697,11700.3,17416.07,14714.44,15311.92,8104.044,rightup,rightup_01_Xie.csv
4822,2.7,3.087097,3.158064,3.067742,3.1,3.019355,3690.001,11890.0,18244.99,10830.83,12710.0,8822.07,rightup,rightup_01_Xie.csv
4839,2.751613,3.125806,3.122581,3.1,3.132258,2.96129,4114.471,14714.44,14431.99,12710.0,15311.92,7169.145,rightup,rightup_01_Xie.csv
4856,2.73871,3.070968,3.145161,3.067742,3.083871,2.993548,4001.035,10994.93,16656.24,10830.83,11700.3,8010.107,rightup,rightup_01_Xie.csv
4873,2.732258,3.148387,3.148387,3.070968,3.080645,2.993548,3946.25,17028.07,17028.07,10994.93,11516.17,8010.107,rightup,rightup_01_Xie.csv
4890,2.690323,3.122581,3.141935,3.083871,3.145161,2.983871,3618.413,14431.99,16299.58,11700.3,16656.24,7739.797,rightup,rightup_01_Xie.csv
4908,2.696774,3.103226,3.103226,3.080645,3.087097,3.032258,3665.883,12931.8,12931.8,11516.17,11890.0,9286.748,rightup,rightup_01_Xie.csv
4925,2.703226,3.109677,3.087097,3.074193,3.093548,2.974194,3714.379,13397.96,11890.0,11163.71,12287.18,7485.546,rightup,rightup_01_Xie.csv
4942,2.709677,3.1,3.090322,3.090322,3.090322,3.012903,3763.935,12710.0,12085.54,12085.54,12085.54,8605.394,rightup,rightup_01_Xie.csv
4959,2.73871,3.116129,3.103226,3.096774,3.122581,3.022581,4001.035,13896.84,12931.8,12495.24,14431.99,8934.187,rightup,rightup_01_Xie.csv
4976,2.709677,3.148387,3.096774,3.093548,3.1,2.996774,3763.935,17028.07,12495.24,12287.18,12710.0,8104.044,rightup,rightup_01_Xie.csv
4993,2.709677,3.109677,3.148387,3.1,3.090322,2.983871,3763.935,13397.96,17028.07,12710.0,12085.54,7739.797,rightup,rightup_01_Xie.csv
5011,2.693548,3.154839,3.119355,3.109677,3.087097,2.964516,3642.022,17821.32,14159.64,13397.96,11890.0,7245.964,rightup,rightup_01_Xie.csv
5028,2.751613,3.106452,3.132258,3.074193,3.1,2.993548,4114.471,13161.0,15311.92,11163.71,12710.0,8010.107,rightup,rightup_01_Xie.csv
5045,2.690323,3.087097,3.151613,3.070968,3.106452,3.006452,3618.413,11890.0,17416.07,10994.93,13161.0,8398.242,rightup,rightup_01_Xie.csv
5062,2.693548,3.125806,3.119355,3.064516,3.106452,2.974194,3642.022,14714.44,14159.64,10671.23,13161.0,7485.546,rightup,rightup_01_Xie.csv
5079,2.690323,3.090322,3.119355,3.064516,3.093548,3.003226,3618.413,12085.54,14159.64,10671.23,12287.18,8298.045,rightup,rightup_01_Xie.csv
5096,2.722581,3.16129,3.096774,3.067742,3.151613,2.967742,3866.369,18688.36,12495.24,10830.83,17416.07,7324.274,rightup,rightup_01_Xie.csv
5113,2.703226,3.154839,3.090322,3.090322,3.154839,2.996774,3714.379,17821.32,12085.54,12085.54,17821.32,8104.044,rightup,rightup_01_Xie.csv
5130,2.709677,3.122581,3.151613,3.083871,3.148387,2.980645,3763.935,14431.99,17416.07,11700.3,17028.07,7653.334,rightup,rightup_01_Xie.csv
5148,2.690323,3.103226,3.080645,3.1,3.154839,2.970968,3618.413,12931.8,11516.17,12710.0,17821.32,7404.12,rightup,rightup_01_Xie.csv
5165,2.680645,3.119355,3.112903,3.122581,3.109677,2.970968,3549.063,14159.64,13643.1,14431.99,13397.96,7404.12,rightup,rightup_01_Xie.csv
5182,2.667742,3.1,3.125806,3.064516,3.106452,2.977419,3459.898,12710.0,14714.44,10671.23,13161.0,7568.602,rightup,rightup_01_Xie.csv
5199,2.709677,3.158064,3.087097,3.051613,3.080645,2.964516,3763.935,18244.99,11890.0,10074.29,11516.17,7245.964,rightup,rightup_01_Xie.csv
5216,2.690323,3.119355,3.109677,3.087097,3.116129,2.964516,3618.413,14159.64,13397.96,11890.0,13896.84,7245.964,rightup,rightup_01_Xie.csv
5233,2.7,3.087097,3.083871,3.109677,3.103226,3.029032,3690.001,11890.0,11700.3,13397.96,12931.8,9166.429,rightup,rightup_01_Xie.csv
5250,2.670968,3.154839,3.125806,3.070968,3.083871,2.980645,3481.847,17821.32,14714.44,10994.93,11700.3,7653.334,rightup,rightup_01_Xie.csv
5268,2.690323,3.090322,3.087097,3.1,3.106452,3.016129,3618.413,12085.54,11890.0,12710.0,13161.0,8712.501,rightup,rightup_01_Xie.csv
5285,2.670968,3.122581,3.122581,3.070968,3.132258,3.019355,3481.847,14431.99,14431.99,10994.93,15311.92,8822.07,rightup,rightup_01_Xie.csv
5302,2.719355,3.1,3.103226,3.070968,3.112903,2.964516,3840.334,12710.0,12931.8,10994.93,13643.1,7245.964,rightup,rightup_01_Xie.csv
5319,2.693548,3.103226,3.112903,3.096774,3.090322,2.974194,3642.022,12931.8,13643.1,12495.24,12085.54,7485.546,rightup,rightup_01_Xie.csv
5336,2.687097,3.090322,3.090322,3.06129,3.1,2.980645,3595.053,12085.54,12085.54,10515.95,12710.0,7653.334,rightup,rightup_01_Xie.csv
5353,2.683871,3.112903,3.1,3.067742,3.129032,2.996774,3571.938,13643.1,12710.0,10830.83,15007.54,8104.044,rightup,rightup_01_Xie.csv
5370,2.722581,3.13871,3.116129,3.074193,3.087097,3.025806,3866.369,15957.19,13896.84,11163.71,11890.0,9048.941,rightup,rightup_01_Xie.csv
5387,2.690323,3.154839,3.122581,3.074193,3.148387,2.990323,3618.413,17821.32,14431.99,11163.71,17028.07,7918.126,rightup,rightup_01_Xie.csv
5404,2.706452,3.106452,3.116129,3.074193,3.103226,2.980645,3739.022,13161.0,13896.84,11163.71,12931.8,7653.334,rightup,rightup_01_Xie.csv
5422,2.729032,3.129032,3.103226,3.106452,3.090322,2.993548,3919.323,15007.54,12931.8,13161.0,12085.54,8010.107,rightup,rightup_01_Xie.csv
5439,2.829032,3.083871,3.1,3.048387,3.106452,2.993548,4925.616,11700.3,12710.0,9934.615,13161.0,8010.107,rightup,rightup_01_Xie.csv
5456,2.848387,3.087097,3.090322,3.080645,3.119355,3.009677,5171.856,11890.0,12085.54,11516.17,14159.64,8500.668,rightup,rightup_01_Xie.csv
5473,2.883871,3.083871,3.129032,3.083871,3.106452,2.96129,5682.79,11700.3,15007.54,11700.3,13161.0,7169.145,rightup,rightup_01_Xie.csv
5490,2.9,3.151613,3.112903,3.058064,3.087097,2.954839,5944.999,17416.07,13643.1,10364.8,11890.0,7019.815,rightup,rightup_01_Xie.csv
5507,2.919355,3.090322,3.16129,3.06129,3.145161,2.987097,6288.985,12085.54,18688.36,10515.95,16656.24,7828.042,rightup,rightup_01_Xie.csv
5524,2.980645,3.087097,3.096774,3.054839,3.116129,3.006452,7653.334,11890.0,12495.24,10217.63,13896.84,8398.242,rightup,rightup_01_Xie.csv
5541,2.954839,3.074193,3.090322,3.096774,3.145161,2.967742,7019.815,11163.71,12085.54,12495.24,16656.24,7324.274,rightup,rightup_01_Xie.csv
5558,3.012903,3.164516,3.129032,3.087097,3.112903,3.0,8605.394,19152.84,15007.54,11890.0,13643.1,8200.002,rightup,rightup_01_Xie.csv
5575,3.012903,3.077419,3.148387,3.058064,3.141935,2.967742,8605.394,11337.39,17028.07,10364.8,16299.58,7324.274,rightup,rightup_01_Xie.csv
5592,3.009677,3.112903,3.087097,3.109677,3.135484,2.967742,8500.668,13643.1,11890.0,13397.96,15628.23,7324.274,rightup,rightup_01_Xie.csv
5609,3.035484,3.116129,3.132258,3.1,3.106452,2.967742,9410.0,13896.84,15311.92,12710.0,13161.0,7324.274,rightup,rightup_01_Xie.csv
5627,3.045161,3.093548,3.1,3.090322,3.1,2.983871,9798.481,12287.18,12710.0,12085.54,12710.0,7739.797,rightup,rightup_01_Xie.csv
5644,3.083871,3.090322,3.112903,3.1,3.122581,2.967742,11700.3,12085.54,13643.1,12710.0,14431.99,7324.274,rightup,rightup_01_Xie.csv
5661,3.087097,3.087097,3.093548,3.103226,3.158064,2.96129,11890.0,11890.0,12287.18,12931.8,18244.99,7169.145,rightup,rightup_01_Xie.csv
5678,3.077419,3.090322,3.083871,3.06129,3.122581,2.996774,11337.39,12085.54,11700.3,10515.95,14431.99,8104.044,rightup,rightup_01_Xie.csv
5695,3.122581,3.135484,3.1,3.096774,3.070968,2.974194,14431.99,15628.23,12710.0,12495.24,10994.93,7485.546,rightup,rightup_01_Xie.csv
5712,3.064516,3.096774,3.093548,2.841935,3.096774,3.029032,10671.23,12495.24,12287.18,5087.464,12495.24,9166.429,rightup,rightup_01_Xie.csv
5729,3.106452,3.129032,3.093548,2.83871,3.141935,2.96129,13161.0,15007.54,12287.18,5046.153,16299.58,7169.145,rightup,rightup_01_Xie.csv
5746,3.074193,3.148387,3.154839,2.851613,3.103226,2.980645,11163.71,17028.07,17821.32,5214.963,12931.8,7653.334,rightup,rightup_01_Xie.csv
5764,3.109677,3.093548,3.087097,2.822581,3.16129,2.967742,13397.96,12287.18,11890.0,4847.973,18688.36,7324.274,rightup,rightup_01_Xie.csv
5781,3.077419,3.141935,3.122581,2.887097,3.141935,3.03871,11337.39,16299.58,14431.99,5733.592,16299.58,9536.297,rightup,rightup_01_Xie.csv
5798,3.087097,3.090322,3.129032,2.86129,3.154839,2.990323,11890.0,12085.54,15007.54,5348.087,17821.32,7918.126,rightup,rightup_01_Xie.csv
5815,3.106452,3.116129,3.109677,2.83871,3.109677,2.967742,13161.0,13896.84,13397.96,5046.153,13397.96,7324.274,rightup,rightup_01_Xie.csv
5832,3.083871,3.083871,3.096774,2.874193,3.096774,2.987097,11700.3,11700.3,12495.24,5534.999,12495.24,7828.042,rightup,rightup_01_Xie.csv
5849,3.122581,3.122581,3.090322,2.841935,3.103226,3.019355,14431.99,14431.99,12085.54,5087.464,12931.8,8822.07,rightup,rightup_01_Xie.csv
5866,3.087097,3.132258,3.090322,2.832258,3.096774,3.016129,11890.0,15311.92,12085.54,4965.241,12495.24,8712.501,rightup,rightup_01_Xie.csv
5884,3.148387,3.1,3.129032,2.86129,3.087097,3.012903,17028.07,12710.0,15007.54,5348.087,11890.0,8605.394,rightup,rightup_01_Xie.csv
5901,3.087097,3.122581,3.103226,2.845161,3.1,3.003226,11890.0,14431.99,12931.8,5129.361,12710.0,8298.045,rightup,rightup_01_Xie.csv
5918,3.093548,3.1,3.132258,2.9,3.090322,2.958065,12287.18,12710.0,15311.92,5944.999,12085.54,7093.775,rightup,rightup_01_Xie.csv
5935,3.080645,3.106452,3.096774,2.822581,3.083871,2.967742,11516.17,13161.0,12495.24,4847.973,11700.3,7324.274,rightup,rightup_01_Xie.csv
5952,3.122581,3.122581,3.083871,2.83871,3.109677,2.96129,14431.99,14431.99,11700.3,5046.153,13397.96,7169.145,rightup,rightup_01_Xie.csv
5969,3.083871,3.112903,3.083871,2.854839,3.135484,3.0,11700.3,13643.1,11700.3,5258.695,15628.23,8200.002,rightup,rightup_01_Xie.csv
5986,3.080645,3.083871,3.096774,2.83871,3.080645,3.032258,11516.17,11700.3,12495.24,5046.153,11516.17,9286.748,rightup,rightup_01_Xie.csv
6003,3.148387,3.141935,3.1,2.83871,3.164516,3.012903,17028.07,16299.58,12710.0,5046.153,19152.84,8605.394,rightup,rightup_01_Xie.csv
6020,3.158064,3.096774,3.125806,2.829032,3.135484,2.987097,18244.99,12495.24,14714.44,4925.616,15628.23,7828.042,rightup,rightup_01_Xie.csv
6038,3.164516,3.119355,3.148387,2.848387,3.112903,2.990323,19152.84,14159.64,17028.07,5171.856,13643.1,7918.126,rightup,rightup_01_Xie.csv
6055,3.132258,3.112903,3.103226,2.880645,3.090322,3.003226,15311.92,13643.1,12931.8,5632.768,12085.54,8298.045,rightup,rightup_01_Xie.csv
6072,3.132258,3.141935,3.148387,2.867742,3.106452,2.996774,15311.92,16299.58,17028.07,5440.148,13161.0,8104.044,rightup,rightup_01_Xie.csv
6089,3.13871,3.106452,3.13871,2.845161,3.087097,2.980645,15957.19,13161.0,15957.19,5129.361,11890.0,7653.334,rightup,rightup_01_Xie.csv
6106,3.083871,3.151613,3.112903,2.883871,3.16129,3.019355,11700.3,17416.07,13643.1,5682.79,18688.36,8822.07,rightup,rightup_01_Xie.csv
6123,3.145161,3.103226,3.122581,2.883871,3.096774,2.993548,16656.24,12931.8,14431.99,5682.79,12495.24,8010.107,rightup,rightup_01_Xie.csv
6140,3.125806,3.135484,3.122581,2.841935,3.112903,2.967742,14714.44,15628.23,14431.99,5087.464,13643.1,7324.274,rightup,rightup_01_Xie.csv
6157,3.1,3.106452,3.154839,2.845161,3.083871,2.977419,12710.0,13161.0,17821.32,5129.361,11700.3,7568.602,rightup,rightup_01_Xie.csv
6174,3.093548,3.103226,3.135484,2.835484,3.145161,2.980645,12287.18,12931.8,15628.23,5005.416,16656.24,7653.334,rightup,rightup_01_Xie.csv
6191,3.090322,3.132258,3.129032,2.835484,3.148387,2.974194,12085.54,15311.92,15007.54,5005.416,17028.07,7485.546,rightup,rightup_01_Xie.csv
6208,3.090322,3.116129,3.074193,2.841935,3.154839,3.012903,12085.54,13896.84,11163.71,5087.464,17821.32,8605.394,rightup,rightup_01_Xie.csv
6226,3.109677,3.080645,3.129032,2.86129,3.145161,2.990323,13397.96,11516.17,15007.54,5348.087,16656.24,7918.126,rightup,rightup_01_Xie.csv
6243,3.106452,3.083871,3.103226,2.854839,3.135484,2.987097,13161.0,11700.3,12931.8,5258.695,15628.23,7828.042,rightup,rightup_01_Xie.csv
6260,3.096774,3.112903,3.096774,2.880645,3.177419,2.96129,12495.24,13643.1,12495.24,5632.768,21255.28,7169.145,rightup,rightup_01_Xie.csv
6277,3.135484,3.093548,3.087097,2.845161,3.125806,2.980645,15628.23,12287.18,11890.0,5129.361,14714.44,7653.334,rightup,rightup_01_Xie.csv
6294,3.109677,3.1,3.093548,2.851613,3.109677,3.012903,13397.96,12710.0,12287.18,5214.963,13397.96,8605.394,rightup,rightup_01_Xie.csv
6311,3.129032,3.087097,3.112903,2.883871,3.103226,2.983871,15007.54,11890.0,13643.1,5682.79,12931.8,7739.797,rightup,rightup_01_Xie.csv
6328,3.093548,3.151613,3.151613,2.880645,3.151613,2.964516,12287.18,17416.07,17416.07,5632.768,17416.07,7245.964,rightup,rightup_01_Xie.csv
6345,3.141935,3.090322,3.164516,2.858064,3.119355,2.967742,16299.58,12085.54,19152.84,5303.065,14159.64,7324.274,rightup,rightup_01_Xie.csv
6363,3.093548,3.093548,3.109677,2.825806,3.103226,2.980645,12287.18,12287.18,13397.96,4886.53,12931.8,7653.334,rightup,rightup_01_Xie.csv
6380,3.106452,3.1,3.119355,2.887097,3.122581,2.967742,13161.0,12710.0,14159.64,5733.592,14431.99,7324.274,rightup,rightup_01_Xie.csv
6397,3.109677,3.093548,3.141935,2.829032,3.119355,3.012903,13397.96,12287.18,16299.58,4925.616,14159.64,8605.394,rightup,rightup_01_Xie.csv
6414,3.087097,3.119355,3.064516,2.864516,3.154839,2.970968,11890.0,14159.64,10671.23,5393.777,17821.32,7404.12,rightup,rightup_01_Xie.csv
6431,3.148387,3.109677,3.132258,2.870968,3.164516,2.974194,17028.07,13397.96,15311.92,5487.217,19152.84,7485.546,rightup,rightup_01_Xie.csv
6448,3.096774,3.090322,3.087097,2.854839,3.093548,2.974194,12495.24,12085.54,11890.0,5258.695,12287.18,7485.546,rightup,rightup_01_Xie.csv
6465,3.106452,3.125806,3.148387,2.829032,3.093548,2.974194,13161.0,14714.44,17028.07,4925.616,12287.18,7485.546,rightup,rightup_01_Xie.csv
6482,3.090322,3.112903,3.129032,2.835484,3.090322,3.029032,12085.54,13643.1,15007.54,5005.416,12085.54,9166.429,rightup,rightup_01_Xie.csv
6499,3.093548,3.106452,3.1,2.83871,3.090322,3.064516,12287.18,13161.0,12710.0,5046.153,12085.54,10671.23,rightup,rightup_01_Xie.csv
6516,3.148387,3.125806,3.122581,2.890322,3.106452,2.983871,17028.07,14714.44,14431.99,5785.195,13161.0,7739.797,rightup,rightup_01_Xie.csv
6533,3.093548,3.080645,3.119355,2.851613,3.158064,2.983871,12287.18,11516.17,14159.64,5214.963,18244.99,7739.797,rightup,rightup_01_Xie.csv
6550,3.125806,3.112903,3.151613,2.896774,3.093548,3.074193,14714.44,13643.1,17416.07,5890.878,12287.18,11163.71,rightup,rightup_01_Xie.csv
6567,3.096774,3.154839,3.103226,2.83871,3.103226,2.974194,12495.24,17821.32,12931.8,5046.153,12931.8,7485.546,rightup,rightup_01_Xie.csv
6584,3.080645,3.093548,3.103226,2.893548,3.103226,3.087097,11516.17,12287.18,12931.8,5837.618,12931.8,11890.0,rightup,rightup_01_Xie.csv
6601,3.135484,3.122581,3.1,2.832258,3.148387,2.987097,15628.23,14431.99,12710.0,4965.241,17028.07,7828.042,rightup,rightup_01_Xie.csv
6618,3.080645,3.122581,3.112903,2.841935,3.090322,2.970968,11516.17,14431.99,13643.1,5087.464,12085.54,7404.12,rightup,rightup_01_Xie.csv
6635,3.109677,3.096774,3.093548,2.851613,3.129032,3.064516,13397.96,12495.24,12287.18,5214.963,15007.54,10671.23,rightup,rightup_01_Xie.csv
6653,3.151613,3.132258,3.087097,2.870968,3.083871,3.103226,17416.07,15311.92,11890.0,5487.217,11700.3,12931.8,rightup,rightup_01_Xie.csv
6669,3.129032,3.103226,3.119355,2.854839,3.090322,3.103226,15007.54,12931.8,14159.64,5258.695,12085.54,12931.8,rightup,rightup_01_Xie.csv
6686,3.083871,3.080645,3.096774,2.877419,3.119355,3.096774,11700.3,11516.17,12495.24,5583.51,14159.64,12495.24,rightup,rightup_01_Xie.csv
6704,3.093548,3.090322,3.106452,2.874193,3.096774,3.03871,12287.18,12085.54,13161.0,5534.999,12495.24,9536.297,rightup,rightup_01_Xie.csv
6721,3.13871,3.074193,3.174194,2.883871,3.090322,3.129032,15957.19,11163.71,20689.25,5682.79,12085.54,15007.54,rightup,rightup_01_Xie.csv
6738,3.122581,3.083871,3.093548,2.880645,3.122581,3.064516,14431.99,11700.3,12287.18,5632.768,14431.99,10671.23,rightup,rightup_01_Xie.csv
6755,3.132258,3.093548,3.112903,2.829032,3.093548,3.087097,15311.92,12287.18,13643.1,4925.616,12287.18,11890.0,rightup,rightup_01_Xie.csv
6772,3.093548,3.087097,3.074193,2.867742,3.154839,3.051613,12287.18,11890.0,11163.71,5440.148,17821.32,10074.29,rightup,rightup_01_Xie.csv
6789,3.125806,3.090322,3.109677,2.851613,3.080645,3.112903,14714.44,12085.54,13397.96,5214.963,11516.17,13643.1,rightup,rightup_01_Xie.csv
6806,3.132258,3.093548,3.148387,2.83871,3.093548,3.06129,15311.92,12287.18,17028.07,5046.153,12287.18,10515.95,rightup,rightup_01_Xie.csv
